VAERS_ID,Precision,Recall,F1
1996876.0,0.6,1.0,0.7499999999999999
1996877.0,1.0,0.3333333333333333,0.5
1996878.0,0.5,0.75,0.6
1996879.0,0.1,0.5,0.16666666666666669
1996880.0,0.3076923076923077,0.8,0.4444444444444444
1996881.0,0.25,0.5,0.3333333333333333
1996882.0,0.125,1.0,0.2222222222222222
1996883.0,1.0,1.0,1.0
1996884.0,1.0,0.5,0.6666666666666666
1996885.0,0.5,1.0,0.6666666666666666
1996886.0,0.5,0.5,0.5
1996887.0,0.5,0.5,0.5
1996888.0,0.4166666666666667,0.8333333333333334,0.5555555555555556
1996889.0,0.6,0.75,0.6666666666666665
1996890.0,0.5,1.0,0.6666666666666666
1996891.0,0.5,0.6666666666666666,0.5714285714285715
1996892.0,0.45454545454545453,0.8333333333333334,0.5882352941176471
1996893.0,0.3333333333333333,0.5,0.4
1996894.0,0.42857142857142855,0.75,0.5454545454545454
1996896.0,0.25,0.5,0.3333333333333333
1996897.0,0.7142857142857143,0.7142857142857143,0.7142857142857143
1996898.0,0.0,0.0,0.0
1996899.0,0.42857142857142855,0.5,0.4615384615384615
1996900.0,0.6,0.75,0.6666666666666665
1996901.0,0.5,0.6666666666666666,0.5714285714285715
1996902.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
1996903.0,0.5,0.6666666666666666,0.5714285714285715
1996904.0,0.3333333333333333,0.4,0.3636363636363636
1996905.0,0.5714285714285714,0.8,0.6666666666666666
1996906.0,0.4583333333333333,0.7857142857142857,0.5789473684210527
1996907.0,1.0,1.0,1.0
1996908.0,0.5,0.5,0.5
1996909.0,1.0,1.0,1.0
1996910.0,0.3333333333333333,0.4,0.3636363636363636
1996912.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
1996913.0,0.4,0.5,0.4444444444444445
1996914.0,0.6666666666666666,0.8571428571428571,0.75
1996916.0,0.2631578947368421,0.45454545454545453,0.3333333333333333
1996917.0,0.625,0.8333333333333334,0.7142857142857143
1996918.0,0.45454545454545453,0.7142857142857143,0.5555555555555556
1996919.0,1.0,0.5,0.6666666666666666
1996920.0,0.8571428571428571,0.8571428571428571,0.8571428571428571
1996921.0,0.75,0.8571428571428571,0.7999999999999999
1996922.0,0.6,0.6,0.6
1996923.0,0.1111111111111111,0.3333333333333333,0.16666666666666666
1996924.0,0.6666666666666666,0.8,0.7272727272727272
1996925.0,0.42857142857142855,0.75,0.5454545454545454
1996926.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
1996927.0,0.16666666666666666,0.25,0.2
1996928.0,0.4,0.4,0.4000000000000001
1996930.0,0.2,0.6666666666666666,0.30769230769230765
1996931.0,0.0,0.0,0.0
1996932.0,0.4166666666666667,0.8333333333333334,0.5555555555555556
1996933.0,0.5454545454545454,0.8571428571428571,0.6666666666666665
1996934.0,0.0,0.0,0.0
1996935.0,0.0,0.0,0.0
1996936.0,0.5,0.8,0.6153846153846154
1996938.0,0.4,0.6666666666666666,0.5
1996940.0,0.5714285714285714,0.8,0.6666666666666666
1996942.0,0.5714285714285714,1.0,0.7272727272727273
1996943.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
1996945.0,0.5,0.3333333333333333,0.4
1996946.0,1.0,1.0,1.0
1996947.0,0.0,0.0,0.0
1996948.0,0.5555555555555556,0.7142857142857143,0.6250000000000001
1996949.0,0.0,0.0,0.0
1996950.0,0.0,0.0,0.0
1996951.0,1.0,0.25,0.4
1996953.0,0.5,0.6666666666666666,0.5714285714285715
1996954.0,0.6666666666666666,0.8571428571428571,0.75
1996955.0,1.0,1.0,1.0
1996956.0,0.5,0.8888888888888888,0.64
1996957.0,0.5714285714285714,1.0,0.7272727272727273
1996958.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
1996959.0,0.3333333333333333,0.5,0.4
1996961.0,0.4,1.0,0.5714285714285715
1996962.0,0.42857142857142855,1.0,0.6
